"","date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"4555","05/18/2018","Stanford, Calif.",NA,"3","bot","0-0","Stanford","Washington St.","Branton,B singled to center field (2-2 KBFFFB)."
"4556","05/18/2018","Stanford, Calif.",NA,"3","bot","0-1","Stanford","Washington St.","Tawa, T. tripled to right field, RBI (0-1 F) Branton,B scored."
"4557","05/18/2018","Stanford, Calif.",NA,"3","bot","0-1","Stanford","Washington St.","Hoerner,N grounded out to 3b (3-1 BBFB)."
"4558","05/18/2018","Stanford, Calif.",NA,"4","top","0-1","Washington St.","Stanford","Clanton, B singled up the middle (1-2 KKB)."
"4559","05/18/2018","Stanford, Calif.",NA,"4","top","0-1","Washington St.","Stanford","Teel, R popped up to 1b, interference (1-0 B)."
"4560","05/18/2018","Stanford, Calif.",NA,"4","top","0-1","Washington St.","Stanford","Clanton, B stole second."
"4561","05/18/2018","Stanford, Calif.",NA,"4","top","0-1","Washington St.","Stanford","Hancock, JJ walked (3-2 BSFBFFBB)."
"4562","05/18/2018","Stanford, Calif.",NA,"4","top","1-1","Washington St.","Stanford","Rudkin, J singled up the middle, RBI (0-1 K) Hancock, JJ advanced to second Clanton, B scored."
"4563","05/18/2018","Stanford, Calif.",NA,"4","top","1-1","Washington St.","Stanford","Sinatro, D struck out swinging (2-2 FBKBS)."
"4564","05/18/2018","Stanford, Calif.",NA,"4","top","1-1","Washington St.","Stanford","De La Cruz,M grounded out to c, bunt (2-1 BKB)."
"4565","05/18/2018","Stanford, Calif.",NA,"4","bot","1-1","Stanford","Washington St.","Daschbach singled through the right side (0-1 K)."
"4566","05/18/2018","Stanford, Calif.",NA,"4","bot","1-1","Stanford","Washington St.","Stowers,K flied out to cf (0-0)."
"4567","05/18/2018","Stanford, Calif.",NA,"4","bot","1-1","Stanford","Washington St.","Matthiessen flied out to lf (0-0)."
"4568","05/18/2018","Stanford, Calif.",NA,"4","bot","1-1","Stanford","Washington St.","Robinson, C. flied out to cf (3-1 BKBB)."
"4569","05/18/2018","Stanford, Calif.",NA,"5","top","1-1","Washington St.","Stanford","Plew, D flied out to lf (1-2 BKK)."
"4570","05/18/2018","Stanford, Calif.",NA,"5","top","1-1","Washington St.","Stanford","Alvarez, A singled through the left side (1-0 B)."
"4571","05/18/2018","Stanford, Calif.",NA,"5","top","1-1","Washington St.","Stanford","Harrer, J fouled out to 3b (0-0)."
"4572","05/18/2018","Stanford, Calif.",NA,"5","top","1-1","Washington St.","Stanford","Clanton, B flied out to rf (1-0 B)."
"4573","05/18/2018","Stanford, Calif.",NA,"5","bot","1-1","Stanford","Washington St.","Molfetta,C singled to right field (1-1 KB)."
"4574","05/18/2018","Stanford, Calif.",NA,"5","bot","1-1","Stanford","Washington St.","Wilson, A. struck out swinging (1-2 SFBS)."
"4575","05/18/2018","Stanford, Calif.",NA,"5","bot","1-1","Stanford","Washington St.","Moyle, B to p for Rosenkrantz."
"4576","05/18/2018","Stanford, Calif.",NA,"5","bot","1-1","Stanford","Washington St.","Branton,B singled to center field (3-1 BBBK) Molfetta,C advanced to second."
"4577","05/18/2018","Stanford, Calif.",NA,"5","bot","1-1","Stanford","Washington St.","Walker, R to p for Moyle, B."
"4578","05/18/2018","Stanford, Calif.",NA,"5","bot","1-1","Stanford","Washington St.","Branton,B advanced to second Molfetta,C advanced to third on a wild pitch."
"4579","05/18/2018","Stanford, Calif.",NA,"5","bot","1-1","Stanford","Washington St.","Tawa, T. walked (3-0 BBBB)."
"4580","05/18/2018","Stanford, Calif.",NA,"5","bot","1-3","Stanford","Washington St.","Hoerner,N doubled down the lf line, 2 RBI (0-1 K) Tawa, T. advanced to third Branton,B scored Molfetta,C scored."
"4581","05/18/2018","Stanford, Calif.",NA,"5","bot","1-4","Stanford","Washington St.","Daschbach flied out to lf, SAC, RBI (0-2 KS) Tawa, T. scored."
"4582","05/18/2018","Stanford, Calif.",NA,"5","bot","1-4","Stanford","Washington St.","Stowers,K grounded out to ss (3-1 BFBB)."
"4583","05/18/2018","Stanford, Calif.",NA,"6","top","1-4","Washington St.","Stanford","Teel, R grounded out to 3b (2-1 KBB)."
"4584","05/18/2018","Stanford, Calif.",NA,"6","top","1-4","Washington St.","Stanford","Hancock, JJ struck out swinging (2-2 BFKBS)."
"4585","05/18/2018","Stanford, Calif.",NA,"6","top","1-4","Washington St.","Stanford","Rudkin, J doubled to right center (2-2 KBKB)."
"4586","05/18/2018","Stanford, Calif.",NA,"6","top","1-4","Washington St.","Stanford","Sinatro, D grounded out to 1b unassisted (0-1 K)."
"4587","05/18/2018","Stanford, Calif.",NA,"6","bot","1-4","Stanford","Washington St.","Matthiessen struck out swinging (2-2 KBBKFS)."
"4588","05/18/2018","Stanford, Calif.",NA,"6","bot","1-4","Stanford","Washington St.","Robinson, C. doubled to right center (0-2 FF)."
"4589","05/18/2018","Stanford, Calif.",NA,"6","bot","1-5","Stanford","Washington St.","Molfetta,C singled to left field, RBI (2-0 BB) Robinson, C. scored."
"4590","05/18/2018","Stanford, Calif.",NA,"6","bot","1-5","Stanford","Washington St.","Mullins, I to p for Walker, R."
"4591","05/18/2018","Stanford, Calif.",NA,"6","bot","1-5","Stanford","Washington St.","Wilson, A. singled, bunt (0-0) Molfetta,C advanced to second."
"4592","05/18/2018","Stanford, Calif.",NA,"6","bot","1-7","Stanford","Washington St.","Branton,B doubled down the lf line, 2 RBI (1-2 KBF) Wilson, A. scored Molfetta,C scored."
"4593","05/18/2018","Stanford, Calif.",NA,"6","bot","1-7","Stanford","Washington St.","Tawa, T. flied out to cf (0-1 F)."
"4594","05/18/2018","Stanford, Calif.",NA,"6","bot","1-7","Stanford","Washington St.","Hoerner,N flied out to cf (2-2 KBBF)."
"4595","05/18/2018","Stanford, Calif.",NA,"7","top","1-7","Washington St.","Stanford","Grech, Z. to p for Beck, T.."
"4596","05/18/2018","Stanford, Calif.",NA,"7","top","1-7","Washington St.","Stanford","De La Cruz,M singled up the middle (1-1 BK)."
"4597","05/18/2018","Stanford, Calif.",NA,"7","top","1-7","Washington St.","Stanford","Plew, D struck out, hit into double play c to ss (1-2 BKSFS) De La Cruz,M out on the play, caught stealing."
"4598","05/18/2018","Stanford, Calif.",NA,"7","top","1-7","Washington St.","Stanford","Alvarez, A struck out looking (1-2 BFSFK)."
"4599","05/18/2018","Stanford, Calif.",NA,"7","bot","1-7","Stanford","Washington St.","Barnum, B to p for Mullins, I."
"4600","05/18/2018","Stanford, Calif.",NA,"7","bot","1-7","Stanford","Washington St.","Daschbach reached on a throwing error by ss, advanced to second (0-1 K)."
"4601","05/18/2018","Stanford, Calif.",NA,"7","bot","1-7","Stanford","Washington St.","Stowers,K popped up to ss (1-2 BFFF)."
"4602","05/18/2018","Stanford, Calif.",NA,"7","bot","1-7","Stanford","Washington St.","Wulff, B. pinch hit for Matthiessen."
"4603","05/18/2018","Stanford, Calif.",NA,"7","bot","1-7","Stanford","Washington St.","Wulff, B. struck out looking (3-2 KSBBBFK)."
"4604","05/18/2018","Stanford, Calif.",NA,"7","bot","1-7","Stanford","Washington St.","Daschbach advanced to third on a wild pitch."
"4605","05/18/2018","Stanford, Calif.",NA,"7","bot","1-8","Stanford","Washington St.","Robinson, C. singled to right field, RBI (2-0 BB) Daschbach scored, unearned."
"4606","05/18/2018","Stanford, Calif.",NA,"7","bot","1-9","Stanford","Washington St.","Molfetta,C doubled down the lf line, RBI (1-1 KB) Robinson, C. scored, unearned."
"4607","05/18/2018","Stanford, Calif.",NA,"7","bot","1-9","Stanford","Washington St.","Wilson, A. walked (3-2 FBKBFBFB)."
"4608","05/18/2018","Stanford, Calif.",NA,"7","bot","1-10","Stanford","Washington St.","Branton,B singled to left field, RBI (1-1 KB) Wilson, A. advanced to second Molfetta,C scored, unearned."
"4609","05/18/2018","Stanford, Calif.",NA,"7","bot","1-10","Stanford","Washington St.","Tawa, T. popped up to 2b (2-0 BB)."
"4610","05/18/2018","Stanford, Calif.",NA,"8","top","1-10","Washington St.","Stanford","Weiermiller to p for Grech, Z.."
"4611","05/18/2018","Stanford, Calif.",NA,"8","top","1-10","Washington St.","Stanford","Harrer, J flied out to cf (2-1 BBK)."
"4612","05/18/2018","Stanford, Calif.",NA,"8","top","1-10","Washington St.","Stanford","Clanton, B hit by pitch (1-1 KB)."
"4613","05/18/2018","Stanford, Calif.",NA,"8","top","1-10","Washington St.","Stanford","Smith, J pinch hit for Teel, R."
"4614","05/18/2018","Stanford, Calif.",NA,"8","top","1-10","Washington St.","Stanford","Smith, J singled to third base (2-2 KFBFB) Clanton, B advanced to second."
"4615","05/18/2018","Stanford, Calif.",NA,"8","top","1-10","Washington St.","Stanford","Hancock, JJ struck out swinging (1-2 SSBS)."
"4616","05/18/2018","Stanford, Calif.",NA,"8","top","1-10","Washington St.","Stanford","Rudkin, J struck out swinging (1-2 KSBS)."
"4617","05/18/2018","Stanford, Calif.",NA,"8","bot","1-10","Stanford","Washington St.","Waterman, C to c for Smith, J."
"4618","05/18/2018","Stanford, Calif.",NA,"8","bot","1-10","Stanford","Washington St.","Anderson, C to p for Barnum, B."
"4619","05/18/2018","Stanford, Calif.",NA,"8","bot","1-10","Stanford","Washington St.","Hoerner,N grounded out to ss (2-1 BSB)."
"4620","05/18/2018","Stanford, Calif.",NA,"8","bot","1-10","Stanford","Washington St.","Brueser, N. pinch hit for Daschbach."
"4621","05/18/2018","Stanford, Calif.",NA,"8","bot","1-10","Stanford","Washington St.","Brueser, N. struck out looking (1-2 KBFK)."
"4622","05/18/2018","Stanford, Calif.",NA,"8","bot","1-10","Stanford","Washington St.","Decker, M. pinch hit for Stowers,K."
"4623","05/18/2018","Stanford, Calif.",NA,"8","bot","1-10","Stanford","Washington St.","Wulff, B. to dh."
"4624","05/18/2018","Stanford, Calif.",NA,"8","bot","1-10","Stanford","Washington St.","Decker, M. singled to third base (3-2 BKFBB)."
"4625","05/18/2018","Stanford, Calif.",NA,"8","bot","1-10","Stanford","Washington St.","Wulff, B. walked (3-2 BKFBBFB) Decker, M. advanced to second."
"4626","05/18/2018","Stanford, Calif.",NA,"8","bot","1-10","Stanford","Washington St.","Robinson, C. walked (3-2 KBSBBB) Wulff, B. advanced to second Decker, M. advanced to third."
"4627","05/18/2018","Stanford, Calif.",NA,"8","bot","1-10","Stanford","Washington St.","Molfetta,C flied out to cf (2-1 BFB)."
"4628","05/18/2018","Stanford, Calif.",NA,"9","top","1-10","Washington St.","Stanford","Brueser, N. to 1b."
"4629","05/18/2018","Stanford, Calif.",NA,"9","top","1-10","Washington St.","Stanford","Carter, B. to lf for Decker, M.."
"4630","05/18/2018","Stanford, Calif.",NA,"9","top","1-10","Washington St.","Stanford","Ramsower, R pinch hit for Sinatro, D."
"4631","05/18/2018","Stanford, Calif.",NA,"9","top","1-10","Washington St.","Stanford","Ramsower, R walked (3-2 BBKBKB)."
"4632","05/18/2018","Stanford, Calif.",NA,"9","top","1-10","Washington St.","Stanford","Segle, W pinch hit for De La Cruz,M."
"4633","05/18/2018","Stanford, Calif.",NA,"9","top","1-10","Washington St.","Stanford","Segle, W singled to left field (2-2 BKBKF) Ramsower, R advanced to second."
"4634","05/18/2018","Stanford, Calif.",NA,"9","top","1-10","Washington St.","Stanford","Chapman, D pinch hit for Plew, D."
"4635","05/18/2018","Stanford, Calif.",NA,"9","top","1-10","Washington St.","Stanford","Chapman, D popped up to 2b (2-2 KBBF)."
"4636","05/18/2018","Stanford, Calif.",NA,"9","top","1-10","Washington St.","Stanford","Alvarez, A walked (3-1 BBBKB) Segle, W advanced to second Ramsower, R advanced to third."
"4637","05/18/2018","Stanford, Calif.",NA,"9","top","1-10","Washington St.","Stanford","Rudd, C. to p for Weiermiller."
"4638","05/18/2018","Stanford, Calif.",NA,"9","top","1-10","Washington St.","Stanford","Harrer, J hit into double play ss to 2b to 1b (0-0) Alvarez, A out on the play."
"4639","05/19/2018","Stanford, Calif.",NA,"1","top","0-0","Washington St.","Stanford","Alvarez, A grounded out to 3b (0-1 K)."
"4640","05/19/2018","Stanford, Calif.",NA,"1","top","0-0","Washington St.","Stanford","Plew, D struck out swinging (3-2 BKFBBS)."
"4641","05/19/2018","Stanford, Calif.",NA,"1","top","0-0","Washington St.","Stanford","Rudkin, J struck out looking (1-2 BKFK)."
"4642","05/19/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","Washington St.","Branton,B doubled to left center (0-0)."
"4643","05/19/2018","Stanford, Calif.",NA,"1","bot","0-0","Stanford","Washington St.","Tawa, T. grounded out to p, SAC, bunt (0-0) Branton,B advanced to third."
"4644","05/19/2018","Stanford, Calif.",NA,"1","bot","0-1","Stanford","Washington St.","Hoerner,N singled to shortstop, RBI (2-1 BKB) Branton,B scored."
"4645","05/19/2018","Stanford, Calif.",NA,"1","bot","0-1","Stanford","Washington St.","Daschbach singled to center field (0-0) Hoerner,N advanced to second."
"4646","05/19/2018","Stanford, Calif.",NA,"1","bot","0-1","Stanford","Washington St.","Stowers,K singled to first base (1-2 KFB) Daschbach advanced to second Hoerner,N advanced to third."
"4647","05/19/2018","Stanford, Calif.",NA,"1","bot","0-1","Stanford","Washington St.","Matthiessen struck out swinging (3-2 BBSSBFS)."
"4648","05/19/2018","Stanford, Calif.",NA,"1","bot","0-1","Stanford","Washington St.","Wulff, B. fouled out to 3b (2-2 SBSB)."
"4649","05/19/2018","Stanford, Calif.",NA,"2","top","0-1","Washington St.","Stanford","Clanton, B walked (3-2 BFBSBFB)."
"4650","05/19/2018","Stanford, Calif.",NA,"2","top","0-1","Washington St.","Stanford","Ramsower, R struck out swinging (2-2 BFBSFFS)."
"4651","05/19/2018","Stanford, Calif.",NA,"2","top","0-1","Washington St.","Stanford","Hancock, JJ struck out swinging (1-2 FSBFS)."
"4652","05/19/2018","Stanford, Calif.",NA,"2","top","0-1","Washington St.","Stanford","Harrer, J struck out looking (1-2 BSFK)."
"4653","05/19/2018","Stanford, Calif.",NA,"2","bot","0-1","Stanford","Washington St.","Molfetta,C doubled to left field (2-2 SBBKF)."
"4654","05/19/2018","Stanford, Calif.",NA,"2","bot","0-1","Stanford","Washington St.","Robinson, C. lined out to 2b (0-2 KK)."
"4655","05/19/2018","Stanford, Calif.",NA,"2","bot","0-2","Stanford","Washington St.","Branton,B doubled, RBI (1-1 KB) Molfetta,C scored."
"4656","05/19/2018","Stanford, Calif.",NA,"2","bot","0-2","Stanford","Washington St.","Tawa, T. flied out to rf (0-1 S) Branton,B advanced to third."
"4657","05/19/2018","Stanford, Calif.",NA,"2","bot","0-3","Stanford","Washington St.","Hoerner,N doubled to center field, RBI (1-0 B) Branton,B scored."
"4658","05/19/2018","Stanford, Calif.",NA,"2","bot","0-4","Stanford","Washington St.","Daschbach singled up the middle, RBI (1-0 B) Hoerner,N scored."
"4659","05/19/2018","Stanford, Calif.",NA,"2","bot","0-4","Stanford","Washington St.","Stowers,K flied out to cf (0-0)."
"4660","05/19/2018","Stanford, Calif.",NA,"3","top","0-4","Washington St.","Stanford","Teel, R grounded out to ss (2-2 BBFSFFF)."
"4661","05/19/2018","Stanford, Calif.",NA,"3","top","0-4","Washington St.","Stanford","De La Cruz,M grounded out to 1b unassisted, bunt (1-1 BS)."
"4662","05/19/2018","Stanford, Calif.",NA,"3","top","0-4","Washington St.","Stanford","Alvarez, A doubled to left center (0-1 K)."
"4663","05/19/2018","Stanford, Calif.",NA,"3","top","0-4","Washington St.","Stanford","Plew, D flied out to rf (2-2 KKFFBBF)."
"4664","05/19/2018","Stanford, Calif.",NA,"3","bot","0-4","Stanford","Washington St.","Sinatro, D to cf for Hancock, JJ."
"4665","05/19/2018","Stanford, Calif.",NA,"3","bot","0-4","Stanford","Washington St.","Matthiessen reached on a fielding error by 1b (0-0)."
"4666","05/19/2018","Stanford, Calif.",NA,"3","bot","0-4","Stanford","Washington St.","Wulff, B. struck out swinging (0-2 KSS)."
"4667","05/19/2018","Stanford, Calif.",NA,"3","bot","0-4","Stanford","Washington St.","Molfetta,C struck out swinging (1-2 SBFS)."
"4668","05/19/2018","Stanford, Calif.",NA,"3","bot","0-4","Stanford","Washington St.","Robinson, C. struck out looking (1-2 KBSK)."
"4669","05/19/2018","Stanford, Calif.",NA,"4","top","0-4","Washington St.","Stanford","Rudkin, J flied out to cf (0-0)."
"4670","05/19/2018","Stanford, Calif.",NA,"4","top","0-4","Washington St.","Stanford","Clanton, B hit by pitch (3-2 BBFBS)."
"4671","05/19/2018","Stanford, Calif.",NA,"4","top","0-4","Washington St.","Stanford","Ramsower, R flied out to lf (1-1 BK)."
"4672","05/19/2018","Stanford, Calif.",NA,"4","top","0-4","Washington St.","Stanford","Sinatro, D struck out swinging (3-2 FBBBKS)."
"4673","05/19/2018","Stanford, Calif.",NA,"4","bot","0-4","Stanford","Washington St.","Branton,B walked (3-1 BBKBB)."
"4674","05/19/2018","Stanford, Calif.",NA,"4","bot","0-4","Stanford","Washington St.","Tawa, T. singled through the left side (1-1 KB) Branton,B advanced to second."
"4675","05/19/2018","Stanford, Calif.",NA,"4","bot","0-4","Stanford","Washington St.","Hoerner,N flied out to cf (0-0) Branton,B advanced to third."
"4676","05/19/2018","Stanford, Calif.",NA,"4","bot","0-7","Stanford","Washington St.","Daschbach homered to left field, 3 RBI (3-2 BBBKF) Tawa, T. scored Branton,B scored."
"4677","05/19/2018","Stanford, Calif.",NA,"4","bot","0-7","Stanford","Washington St.","Stowers,K struck out swinging (1-2 SBKFFS)."
"4678","05/19/2018","Stanford, Calif.",NA,"4","bot","0-7","Stanford","Washington St.","Matthiessen grounded out to ss (2-1 FBB)."
"4679","05/19/2018","Stanford, Calif.",NA,"5","top","0-7","Washington St.","Stanford","Harrer, J struck out looking (1-2 SBFFK)."
"4680","05/19/2018","Stanford, Calif.",NA,"5","top","0-7","Washington St.","Stanford","Teel, R walked (3-2 BBSFFBB)."
"4681","05/19/2018","Stanford, Calif.",NA,"5","top","0-7","Washington St.","Stanford","De La Cruz,M struck out looking (3-2 BBKBKK)."
"4682","05/19/2018","Stanford, Calif.",NA,"5","top","0-7","Washington St.","Stanford","Alvarez, A reached on a fielders choice (3-1 BBBK) Teel, R out at second ss to 2b."
"4683","05/19/2018","Stanford, Calif.",NA,"5","bot","0-7","Stanford","Washington St.","Wulff, B. hit by pitch (2-1 BBF)."
"4684","05/19/2018","Stanford, Calif.",NA,"5","bot","0-7","Stanford","Washington St.","Molfetta,C walked (3-0 BBBB) Wulff, B. advanced to second."
"4685","05/19/2018","Stanford, Calif.",NA,"5","bot","0-7","Stanford","Washington St.","Robinson, C. popped up to 1b (2-1 FBB)."
"4686","05/19/2018","Stanford, Calif.",NA,"5","bot","0-7","Stanford","Washington St.","Maier, C to p for Sunitsch, S."
"4687","05/19/2018","Stanford, Calif.",NA,"5","bot","0-7","Stanford","Washington St.","Branton,B hit into double play 3b to 1b (1-1 KB) Wulff, B. out on the play."
"4688","05/19/2018","Stanford, Calif.",NA,"6","top","0-7","Washington St.","Stanford","Plew, D singled to center field (1-1 BK)."
"4689","05/19/2018","Stanford, Calif.",NA,"6","top","0-7","Washington St.","Stanford","Plew, D advanced to second on a wild pitch."
"4690","05/19/2018","Stanford, Calif.",NA,"6","top","0-7","Washington St.","Stanford","Rudkin, J flied out to cf (3-1 SBBB)."
"4691","05/19/2018","Stanford, Calif.",NA,"6","top","0-7","Washington St.","Stanford","Clanton, B struck out swinging (3-2 KBFBBS)."
"4692","05/19/2018","Stanford, Calif.",NA,"6","top","0-7","Washington St.","Stanford","Matthiessen to p."
"4693","05/19/2018","Stanford, Calif.",NA,"6","top","0-7","Washington St.","Stanford","for Bubic, K.."
"4694","05/19/2018","Stanford, Calif.",NA,"6","top","0-7","Washington St.","Stanford","Ramsower, R flied out to cf (0-1 K)."
"4695","05/19/2018","Stanford, Calif.",NA,"6","bot","0-7","Stanford","Washington St.","Waterman, C to c for Teel, R."
"4696","05/19/2018","Stanford, Calif.",NA,"6","bot","0-7","Stanford","Washington St.","Tawa, T. popped up to 1b (0-0)."
"4697","05/19/2018","Stanford, Calif.",NA,"6","bot","0-7","Stanford","Washington St.","Hoerner,N singled to left field (2-2 KBBK)."
"4698","05/19/2018","Stanford, Calif.",NA,"6","bot","0-7","Stanford","Washington St.","Daschbach flied out to cf (0-1 F)."
